TransactionID,Items
663,"""Azucar, Platanos, Papel Higienico, Queso"""
664,"""Manzanas, Mantequilla, Yogur, Pan"""
665,"""Queso"""
666,"""Queso"""
667,"""Detergente, Papel Higienico, Azucar"""
668,"""Manzanas, Huevos"""
669,"""Pasta, Salsa de Tomate, Leche"""
670,"""Manzanas, Azucar, Panales, Yogur, Cebolla, Papas fritas, Cerveza, Chocolate, Pasta, Salsa de Tomate, Cafe"""
671,"""Azucar, Huevos, Platanos, Papas fritas, Cerveza, Chocolate, Salsa de Tomate, Cafe"""
672,"""Azucar, Manzanas, Panales, Yogur, Cerveza, Leche, Chocolate, Pasta, Salsa de Tomate"""
673,"""Azucar, Yogur, Cebolla, Detergente, Papas fritas, Refresco, Cafe"""
674,"""Huevos, Platanos, Papas fritas, Cerveza, Pasta, Salsa de Tomate, Cafe"""
675,"""Mantequilla, Papel Higienico, Pan"""
676,"""Manzanas, Azucar, Papel Higienico, Detergente, Pasta"""
677,"""Manzanas, Azucar, Panales, Mantequilla, Queso, Cebolla, Papas fritas, Cerveza, Cafe, Pan"""
678,"""Queso"""
679,"""Huevos, Salsa de Tomate"""
680,"""Huevos"""
681,"""Manzanas, Huevos, Papel Higienico, Platanos, Cerveza, Chocolate, Pan"""
682,"""Azucar, Huevos, Panales, Queso, Yogur, Papas fritas, Cerveza, Leche, Chocolate, Cafe"""
683,"""Manzanas, Papel Higienico, Mantequilla, Refresco, Salsa de Tomate"""
684,"""Refresco, Papel Higienico, Papas fritas"""
685,"""Azucar, Huevos, Panales, Papel Higienico, Papas fritas, Cerveza, Salsa de Tomate"""
686,"""Detergente, Mantequilla, Pan"""
687,"""Manzanas, Azucar, Panales, Mantequilla, Queso, Papas fritas, Leche, Refresco"""
688,"""Papel Higienico, Yogur, Cebolla, Queso, Detergente, Chocolate, Salsa de Tomate"""
689,"""Huevos, Panales, Yogur, Detergente, Chocolate"""
690,"""Manzanas, Huevos, Mantequilla, Detergente, Platanos, Pasta, Salsa de Tomate"""
691,"""Huevos, Panales, Queso, Refresco, Pan"""
692,"""Manzanas, Azucar, Mantequilla, Leche, Salsa de Tomate, Cafe, Pan"""
693,"""Azucar, Panales, Papas fritas, Cerveza, Leche, Chocolate, Refresco, Pasta, Salsa de Tomate, Cafe"""
694,"""Azucar, Papas fritas, Cerveza"""
695,"""Manzanas, Azucar, Cebolla, Refresco, Cafe"""
696,"""Papel Higienico, Pan"""
697,"""Panales, Yogur, Cerveza, Leche, Salsa de Tomate"""
698,"""Manzanas, Platanos, Cebolla"""
699,"""Detergente, Platanos"""
700,"""Azucar, Mantequilla, Cebolla, Papas fritas, Cerveza, Chocolate, Pasta, Salsa de Tomate, Pan"""
701,"""Panales, Queso, Cebolla, Platanos, Cafe"""
702,"""Platanos, Yogur"""
703,"""Huevos, Mantequilla, Papas fritas, Chocolate"""
704,"""Manzanas, Azucar, Yogur, Detergente, Papas fritas, Leche, Chocolate, Pasta, Salsa de Tomate, Cafe"""
705,"""Azucar, Queso, Cebolla, Yogur, Detergente, Leche, Chocolate, Cafe"""
706,"""Mantequilla, Papel Higienico, Pan"""
707,"""Panales, Papas fritas, Cerveza"""
708,"""Mantequilla, Yogur, Papas fritas, Cerveza, Leche, Pasta, Salsa de Tomate, Pan"""
709,"""Papas fritas, Salsa de Tomate"""
710,"""Huevos, Mantequilla, Cebolla, Leche, Pasta, Salsa de Tomate, Pan"""
711,"""Manzanas, Platanos"""
712,"""Manzanas, Huevos, Panales, Papel Higienico, Cerveza"""
713,"""Azucar, Huevos, Mantequilla, Detergente, Chocolate, Refresco, Pasta, Salsa de Tomate"""
714,"""Azucar, Pasta"""
715,"""Manzanas, Azucar, Queso, Cebolla, Papas fritas, Cafe"""
716,"""Azucar, Panales, Queso, Yogur, Cebolla, Detergente, Papas fritas, Cerveza, Refresco, Cafe"""
717,"""Manzanas, Huevos"""
718,"""Manzanas, Panales, Papas fritas, Cerveza, Salsa de Tomate"""
719,"""Azucar, Manzanas, Papel Higienico, Detergente, Papas fritas, Cerveza, Cafe"""
720,"""Detergente, Cebolla"""
721,"""Azucar, Huevos, Panales, Mantequilla, Platanos, Leche, Pasta, Salsa de Tomate, Pan"""
722,"""Azucar, Mantequilla, Papel Higienico, Pan"""
723,"""Azucar, Mantequilla, Detergente, Refresco, Cafe, Pan"""
724,"""Azucar, Huevos, Cebolla, Detergente, Leche, Chocolate, Refresco, Cafe"""
725,"""Manzanas"""
726,"""Manzanas, Huevos, Platanos, Papas fritas, Cerveza, Cafe"""
727,"""Huevos, Papel Higienico, Yogur, Cebolla, Leche, Refresco"""
728,"""Azucar, Papel Higienico, Yogur, Cebolla, Platanos, Pasta, Salsa de Tomate, Cafe"""
729,"""Manzanas"""
730,"""Chocolate, Pan"""
731,"""Manzanas, Azucar, Mantequilla, Cerveza, Chocolate, Refresco, Pan"""
732,"""Azucar, Manzanas, Panales, Detergente, Papas fritas, Chocolate"""
733,"""Leche, Pan"""
734,"""Huevos, Panales, Papel Higienico, Mantequilla, Yogur, Papas fritas, Cerveza"""
735,"""Manzanas"""
736,"""Cebolla"""
737,"""Manzanas, Mantequilla, Queso"""
738,"""Azucar, Platanos, Papas fritas, Cerveza, Chocolate, Pasta, Salsa de Tomate, Cafe"""
739,"""Salsa de Tomate, Cebolla"""
740,"""Platanos, Papas fritas, Cerveza, Leche, Refresco"""
741,"""Panales, Queso, Cebolla, Papas fritas, Cerveza, Salsa de Tomate"""
742,"""Azucar, Huevos, Panales, Mantequilla, Yogur, Cebolla, Platanos, Cerveza, Cafe, Pan"""
743,"""Huevos, Platanos, Queso, Mantequilla"""
744,"""Panales, Cebolla, Detergente, Papas fritas, Cerveza, Leche, Chocolate, Refresco, Salsa de Tomate"""
745,"""Azucar, Papel Higienico, Mantequilla, Yogur, Queso, Detergente, Pasta, Salsa de Tomate, Cafe"""
746,"""Pasta, Salsa de Tomate"""
747,"""Panales, Papel Higienico, Mantequilla, Yogur, Chocolate, Pan"""
748,"""Azucar, Yogur, Cebolla, Cerveza, Cafe"""
749,"""Huevos, Mantequilla, Papas fritas, Cerveza, Pasta, Salsa de Tomate, Pan"""
750,"""Huevos"""
751,"""Azucar, Panales, Papel Higienico, Cebolla, Detergente, Papas fritas, Cerveza, Cafe"""
752,"""Detergente, Panales, Platanos, Cafe"""
753,"""Mantequilla, Yogur, Detergente, Refresco, Salsa de Tomate, Pan"""
754,"""Azucar, Huevos, Panales, Cebolla, Detergente, Papas fritas, Cerveza, Cafe"""
755,"""Azucar, Papel Higienico, Queso, Papas fritas, Cerveza"""
756,"""Mantequilla, Yogur, Cebolla, Papas fritas, Leche"""
757,"""Mantequilla, Papel Higienico, Pan"""
758,"""Mantequilla, Cafe"""
759,"""Pasta, Salsa de Tomate, Leche, Chocolate"""
760,"""Papel Higienico, Queso, Cebolla, Detergente, Leche, Refresco, Salsa de Tomate, Pan"""
761,"""Manzanas, Mantequilla, Yogur, Papas fritas, Cerveza, Leche, Refresco, Pasta, Salsa de Tomate"""
762,"""Panales, Platanos, Cerveza, Leche, Chocolate, Pasta, Salsa de Tomate"""
763,"""Azucar, Huevos, Panales, Papel Higienico, Queso, Papas fritas, Cerveza, Refresco"""
764,"""Refresco, Platanos"""
765,"""Papel Higienico, Leche, Chocolate"""
766,"""Pasta, Salsa de Tomate"""
767,"""Huevos, Pan, Chocolate"""
768,"""Manzanas, Azucar, Yogur, Cebolla, Platanos, Chocolate, Refresco, Pasta, Salsa de Tomate, Cafe"""
769,"""Azucar, Manzanas, Yogur, Detergente, Refresco"""
770,"""Cebolla"""
771,"""Manzanas, Mantequilla, Yogur, Queso, Cerveza, Leche, Chocolate, Salsa de Tomate, Pan"""
772,"""Panales, Yogur, Platanos, Papas fritas, Cerveza, Pasta, Salsa de Tomate"""
773,"""Yogur, Cerveza, Leche, Pasta, Salsa de Tomate, Pan"""
774,"""Azucar, Cerveza, Cafe, Chocolate"""
775,"""Manzanas, Azucar, Panales, Detergente, Leche, Chocolate, Salsa de Tomate, Cafe"""
776,"""Azucar, Cebolla, Detergente, Papas fritas, Refresco, Pan"""
777,"""Manzanas, Huevos, Papel Higienico, Mantequilla, Queso, Cebolla, Salsa de Tomate, Pan"""
778,"""Azucar, Panales, Yogur, Detergente, Leche"""
779,"""Panales, Papel Higienico, Yogur, Cerveza, Chocolate, Refresco"""
780,"""Manzanas, Cebolla, Papas fritas, Cerveza, Leche"""
781,"""Azucar, Huevos, Panales, Mantequilla, Cebolla, Platanos, Papas fritas, Cerveza, Chocolate"""
782,"""Azucar, Panales, Detergente, Papas fritas, Cerveza, Leche, Pan"""
783,"""Manzanas, Cebolla, Platanos, Chocolate, Refresco"""
784,"""Huevos, Panales, Mantequilla, Queso, Detergente, Papas fritas, Cerveza, Refresco, Pasta, Salsa de Tomate"""
785,"""Platanos, Queso, Cebolla"""
786,"""Pasta, Papas fritas, Salsa de Tomate"""
787,"""Azucar, Huevos, Queso, Platanos, Papas fritas, Cerveza, Leche"""
788,"""Azucar, Cerveza, Cafe"""
789,"""Azucar, Mantequilla, Cebolla, Papas fritas, Cerveza, Cafe"""
790,"""Manzanas, Azucar, Mantequilla, Cebolla, Salsa de Tomate, Pan"""
791,"""Mantequilla, Yogur, Cebolla, Queso, Platanos, Refresco, Salsa de Tomate"""
792,"""Azucar, Manzanas, Mantequilla, Yogur, Detergente, Papas fritas, Cerveza, Cafe, Pan"""
793,"""Azucar"""
794,"""Panales, Papel Higienico, Platanos, Papas fritas, Cerveza, Refresco"""
795,"""Pasta, Salsa de Tomate"""
796,"""Azucar, Papas fritas, Cerveza, Cafe"""
797,"""Mantequilla, Leche, Pan"""
798,"""Azucar, Mantequilla, Queso, Cebolla, Detergente, Cafe, Pan"""
799,"""Azucar"""
800,"""Panales, Mantequilla, Queso, Papas fritas, Cerveza, Pan"""
801,"""Panales, Yogur, Cebolla, Platanos, Papas fritas, Cerveza, Refresco, Pasta, Salsa de Tomate"""
802,"""Salsa de Tomate"""
803,"""Azucar, Panales, Yogur, Cebolla, Chocolate, Pasta, Salsa de Tomate"""
804,"""Salsa de Tomate, Queso, Chocolate"""
805,"""Huevos, Panales, Detergente, Platanos, Papas fritas, Cerveza"""
806,"""Cerveza"""
807,"""Manzanas, Detergente, Chocolate, Salsa de Tomate, Pan"""
808,"""Manzanas, Panales, Queso, Cebolla, Platanos, Papas fritas, Cerveza, Leche, Chocolate, Pan"""
809,"""Manzanas, Huevos, Cafe, Chocolate"""
810,"""Azucar, Panales, Platanos, Papas fritas, Cerveza, Chocolate, Salsa de Tomate, Cafe, Pan"""
811,"""Pasta, Salsa de Tomate, Leche, Pan"""
812,"""Mantequilla, Yogur, Queso"""
813,"""Manzanas, Papel Higienico, Salsa de Tomate, Yogur"""
814,"""Panales, Papel Higienico, Yogur, Detergente, Cerveza, Refresco"""
815,"""Manzanas, Azucar, Queso, Refresco, Pasta, Salsa de Tomate, Cafe"""
816,"""Chocolate"""
817,"""Manzanas, Mantequilla, Papel Higienico, Papas fritas"""
818,"""Refresco, Platanos"""
819,"""Azucar, Huevos, Platanos, Papas fritas, Cerveza, Refresco, Pasta, Salsa de Tomate, Cafe"""
820,"""Mantequilla, Salsa de Tomate, Papel Higienico"""
821,"""Manzanas, Queso, Cebolla"""
822,"""Cafe"""
823,"""Mantequilla, Cebolla, Papas fritas, Cerveza, Chocolate, Salsa de Tomate, Cafe"""
824,"""Panales, Cerveza, Leche, Refresco, Pasta, Salsa de Tomate"""
825,"""Mantequilla, Detergente, Platanos, Chocolate, Refresco, Salsa de Tomate, Pan"""
826,"""Azucar, Mantequilla, Platanos, Pasta, Salsa de Tomate"""
827,"""Refresco, Huevos, Yogur, Queso"""
828,"""Salsa de Tomate"""
829,"""Panales, Queso, Platanos, Pasta, Salsa de Tomate"""
830,"""Panales, Cebolla, Papas fritas, Cerveza, Salsa de Tomate, Pan"""
831,"""Manzanas, Panales, Yogur, Detergente, Platanos, Chocolate, Pasta, Salsa de Tomate"""
832,"""Manzanas, Panales, Mantequilla, Cebolla, Detergente, Papas fritas, Cerveza, Leche, Pan"""
833,"""Platanos, Papel Higienico, Queso"""
834,"""Panales, Mantequilla, Queso, Platanos, Papas fritas, Cerveza, Pasta, Salsa de Tomate"""
835,"""Manzanas, Detergente, Papas fritas, Refresco, Pasta, Salsa de Tomate"""
836,"""Huevos, Panales, Papas fritas, Yogur"""
837,"""Panales, Papel Higienico, Detergente, Platanos, Papas fritas, Cerveza, Pan"""
838,"""Manzanas, Panales, Papel Higienico, Detergente, Pasta, Salsa de Tomate"""
839,"""Yogur, Leche, Chocolate, Refresco, Salsa de Tomate"""
840,"""Azucar"""
841,"""Manzanas, Mantequilla, Cebolla, Chocolate"""
842,"""Mantequilla"""
843,"""Azucar, Huevos, Salsa de Tomate"""
844,"""Platanos, Salsa de Tomate"""
845,"""Huevos, Salsa de Tomate, Pan"""
846,"""Panales, Mantequilla, Queso, Detergente, Papas fritas"""
847,"""Chocolate"""
848,"""Huevos"""
849,"""Azucar, Panales, Yogur, Papas fritas, Salsa de Tomate"""
850,"""Azucar, Huevos, Mantequilla, Cebolla, Cafe"""
851,"""Mantequilla, Papas fritas, Cerveza"""
852,"""Azucar, Mantequilla, Leche, Chocolate, Cafe, Pan"""
853,"""Huevos, Yogur, Cerveza, Queso"""
854,"""Detergente, Papel Higienico"""
855,"""Manzanas, Mantequilla, Leche, Chocolate"""
856,"""Queso, Detergente, Platanos, Leche, Pan"""
857,"""Azucar, Papel Higienico, Queso, Yogur, Detergente, Leche, Chocolate, Pasta, Salsa de Tomate"""
858,"""Huevos, Mantequilla, Chocolate"""
859,"""Cebolla"""
860,"""Azucar, Papel Higienico, Yogur, Queso, Papas fritas, Leche, Cafe"""
861,"""Azucar, Panales, Papel Higienico, Mantequilla, Cebolla, Refresco, Pasta, Salsa de Tomate, Pan"""
862,"""Mantequilla, Leche, Chocolate"""
863,"""Papas fritas, Chocolate"""
864,"""Azucar, Mantequilla, Papas fritas, Leche, Pasta, Salsa de Tomate, Pan"""
865,"""Huevos, Panales, Papas fritas, Cerveza, Salsa de Tomate"""
866,"""Azucar, Cafe"""
867,"""Papel Higienico, Queso, Cebolla, Platanos, Papas fritas, Leche, Pan"""
868,"""Huevos, Cebolla, Platanos, Papas fritas, Cerveza, Leche"""
869,"""Huevos, Panales, Papel Higienico, Queso, Papas fritas, Cerveza, Refresco, Pasta, Salsa de Tomate"""
870,"""Azucar, Salsa de Tomate"""
871,"""Huevos, Yogur, Detergente, Papas fritas, Refresco, Pasta, Salsa de Tomate, Pan"""
872,"""Papel Higienico, Mantequilla, Cebolla, Papas fritas, Salsa de Tomate"""
873,"""Huevos"""
874,"""Azucar, Huevos, Papas fritas, Cerveza, Cafe"""
875,"""Manzanas, Huevos, Papel Higienico, Detergente, Platanos, Papas fritas"""
876,"""Refresco, Platanos, Detergente, Chocolate"""
877,"""Detergente, Chocolate"""
878,"""Huevos, Salsa de Tomate, Yogur, Mantequilla"""
879,"""Huevos, Yogur, Detergente, Papas fritas, Cerveza, Chocolate, Refresco, Salsa de Tomate, Cafe"""
880,"""Mantequilla, Yogur, Salsa de Tomate"""
881,"""Manzanas, Cebolla, Leche, Chocolate, Pasta, Salsa de Tomate"""
882,"""Refresco, Pasta, Yogur, Salsa de Tomate"""
883,"""Azucar, Queso, Platanos, Leche, Chocolate"""
884,"""Panales, Cebolla, Detergente, Papas fritas, Cerveza, Pasta, Salsa de Tomate"""
885,"""Panales, Papel Higienico, Mantequilla, Yogur, Chocolate, Refresco, Salsa de Tomate"""
886,"""Platanos"""
887,"""Azucar, Huevos, Panales, Yogur, Leche, Chocolate, Pasta, Salsa de Tomate, Cafe"""
888,"""Azucar, Huevos, Detergente, Leche, Salsa de Tomate"""
889,"""Papel Higienico, Queso, Yogur, Platanos, Refresco"""
890,"""Papel Higienico, Yogur, Cerveza"""
891,"""Huevos, Papel Higienico, Mantequilla, Yogur, Cebolla, Papas fritas, Chocolate"""
892,"""Manzanas, Papel Higienico, Cebolla, Detergente, Platanos, Papas fritas, Cerveza, Pasta, Salsa de Tomate"""
893,"""Panales, Queso, Detergente, Platanos, Papas fritas, Cerveza, Salsa de Tomate, Pan"""
894,"""Panales, Queso, Cebolla, Papas fritas, Cerveza, Salsa de Tomate"""
895,"""Pasta, Salsa de Tomate"""
896,"""Azucar, Huevos, Panales, Yogur, Platanos, Cerveza, Leche, Chocolate, Cafe, Pan"""
897,"""Manzanas, Huevos, Azucar, Panales, Yogur, Cebolla, Papas fritas, Cerveza"""
898,"""Azucar, Huevos, Panales, Mantequilla, Cebolla, Cerveza, Salsa de Tomate, Pan"""
899,"""Azucar, Panales, Papel Higienico, Mantequilla, Papas fritas, Cerveza"""
900,"""Manzanas, Panales, Mantequilla, Papas fritas, Cerveza, Leche, Pan"""
901,"""Panales, Platanos, Papas fritas, Cerveza, Salsa de Tomate"""
902,"""Azucar, Manzanas, Panales, Detergente, Platanos, Cerveza, Refresco, Salsa de Tomate"""
903,"""Cebolla"""
904,"""Azucar, Papas fritas, Cerveza, Cafe, Pan"""
905,"""Huevos, Panales"""
906,"""Azucar, Panales, Detergente, Papas fritas, Cerveza, Chocolate, Pasta, Salsa de Tomate, Cafe"""
907,"""Huevos, Cerveza, Leche"""
908,"""Huevos, Mantequilla, Yogur, Cebolla, Papas fritas, Cerveza, Pasta, Salsa de Tomate, Pan"""
909,"""Yogur, Chocolate"""
910,"""Manzanas, Salsa de Tomate, Azucar"""
911,"""Detergente, Cafe, Azucar"""
912,"""Panales, Papas fritas, Cerveza, Pasta, Salsa de Tomate, Cafe"""
913,"""Manzanas, Azucar, Pan"""
914,"""Pasta, Queso, Leche, Salsa de Tomate"""
915,"""Refresco, Cafe"""
916,"""Azucar"""
917,"""Papas fritas, Platanos, Queso, Yogur"""
918,"""Azucar, Cafe"""
919,"""Detergente"""
920,"""Manzanas, Azucar, Yogur, Detergente, Chocolate, Refresco, Cafe"""
921,"""Manzanas, Platanos, Refresco, Salsa de Tomate, Cafe"""
922,"""Azucar, Yogur, Cebolla, Refresco, Salsa de Tomate"""
923,"""Huevos, Mantequilla, Yogur, Queso, Platanos, Papas fritas, Leche, Pan"""
924,"""Platanos, Leche, Chocolate"""
925,"""Refresco, Papel Higienico"""
926,"""Azucar, Huevos, Yogur, Detergente, Platanos, Leche, Pasta, Salsa de Tomate, Cafe"""
927,"""Pan"""
928,"""Queso"""
929,"""Azucar, Cafe"""
930,"""Azucar, Panales, Cebolla, Detergente, Platanos, Papas fritas, Cerveza, Pasta, Salsa de Tomate, Cafe"""
931,"""Azucar, Panales, Mantequilla, Papas fritas, Salsa de Tomate, Pan"""
932,"""Azucar, Mantequilla, Queso, Cebolla, Pasta, Salsa de Tomate, Cafe, Pan"""
933,"""Huevos"""
934,"""Manzanas, Azucar, Panales, Queso, Detergente, Papas fritas, Cerveza, Chocolate, Cafe"""
935,"""Manzanas, Huevos, Azucar, Detergente, Papas fritas"""
936,"""Yogur, Platanos, Papas fritas, Leche, Chocolate, Pasta, Salsa de Tomate"""
937,"""Manzanas, Papel Higienico, Queso, Cebolla, Platanos, Papas fritas, Cerveza, Salsa de Tomate"""
938,"""Azucar, Cebolla, Cafe"""
939,"""Huevos, Platanos, Papas fritas, Leche, Chocolate, Refresco"""
940,"""Salsa de Tomate, Queso, Leche"""
941,"""Manzanas, Pasta, Papas fritas, Chocolate"""
942,"""Panales, Yogur, Queso, Detergente, Cerveza, Refresco, Pan"""
943,"""Pasta, Queso, Salsa de Tomate"""
944,"""Azucar"""
945,"""Manzanas, Salsa de Tomate, Papas fritas, Refresco"""
946,"""Manzanas, Cerveza, Leche, Chocolate, Refresco"""
947,"""Panales, Papel Higienico, Detergente, Papas fritas, Cerveza, Chocolate, Pan"""
948,"""Refresco"""
949,"""Platanos, Chocolate"""
950,"""Azucar, Papel Higienico, Yogur, Queso, Papas fritas, Leche, Chocolate, Refresco, Salsa de Tomate"""
951,"""Manzanas, Papel Higienico, Yogur, Platanos, Papas fritas, Leche, Chocolate, Cafe, Pan"""
952,"""Azucar, Mantequilla, Yogur, Pan"""
953,"""Azucar, Detergente, Platanos, Leche, Cafe, Pan"""
954,"""Manzanas, Azucar, Panales, Detergente, Platanos, Papas fritas, Leche, Chocolate, Cafe"""
955,"""Papel Higienico, Mantequilla, Detergente, Pasta, Salsa de Tomate, Cafe, Pan"""
956,"""Papas fritas, Chocolate"""
957,"""Azucar, Yogur, Cebolla, Detergente, Pasta, Salsa de Tomate"""
958,"""Yogur, Cebolla, Leche, Chocolate"""
959,"""Huevos, Pasta, Salsa de Tomate, Chocolate"""
960,"""Mantequilla, Panales, Cerveza, Pan"""
961,"""Manzanas, Huevos, Papas fritas, Cerveza, Leche, Salsa de Tomate"""
962,"""Huevos, Mantequilla"""
963,"""Papel Higienico, Platanos, Refresco, Pasta, Salsa de Tomate"""
964,"""Azucar, Platanos"""
965,"""Cebolla"""
966,"""Huevos, Panales, Mantequilla, Yogur, Detergente, Papas fritas, Cerveza, Pasta, Salsa de Tomate"""
967,"""Azucar, Huevos, Panales, Papel Higienico, Mantequilla, Queso, Papas fritas, Leche, Chocolate, Cafe"""
968,"""Azucar, Papel Higienico, Mantequilla, Papas fritas, Salsa de Tomate, Cafe, Pan"""
969,"""Pasta, Salsa de Tomate"""
970,"""Mantequilla, Salsa de Tomate"""
971,"""Azucar, Mantequilla, Yogur, Cerveza, Pan"""
972,"""Azucar, Huevos, Papel Higienico, Papas fritas, Cerveza, Leche, Chocolate, Refresco, Salsa de Tomate, Cafe"""
973,"""Azucar, Huevos, Mantequilla, Papas fritas, Refresco, Salsa de Tomate, Cafe"""
974,"""Manzanas, Huevos, Azucar, Mantequilla, Queso, Platanos, Chocolate, Cafe"""
975,"""Manzanas, Pasta, Papel Higienico, Salsa de Tomate"""
976,"""Cerveza"""
977,"""Platanos"""
978,"""Huevos, Queso"""
979,"""Chocolate"""
980,"""Manzanas"""
981,"""Pasta, Yogur, Salsa de Tomate"""
982,"""Manzanas, Panales, Cebolla, Platanos, Papas fritas, Cerveza, Refresco, Salsa de Tomate, Pan"""
983,"""Azucar, Pasta, Salsa de Tomate, Chocolate"""
984,"""Detergente, Papel Higienico"""
985,"""Cerveza, Panales, Salsa de Tomate, Platanos"""
986,"""Papel Higienico, Mantequilla, Detergente, Refresco, Pasta, Salsa de Tomate, Pan"""
987,"""Leche"""
988,"""Manzanas, Panales, Cebolla, Papas fritas, Cerveza, Pasta, Salsa de Tomate"""
989,"""Manzanas, Huevos, Papel Higienico, Mantequilla, Yogur, Detergente, Refresco, Pan"""
990,"""Azucar, Huevos, Papas fritas, Chocolate, Refresco, Cafe, Pan"""
991,"""Azucar, Papel Higienico, Mantequilla, Queso, Yogur"""
992,"""Azucar, Huevos, Cebolla, Papas fritas, Cerveza, Pasta, Salsa de Tomate, Cafe"""
993,"""Azucar, Papas fritas, Cerveza, Cafe"""
994,"""Mantequilla"""
995,"""Azucar, Huevos, Mantequilla, Platanos, Papas fritas, Cerveza, Refresco, Pasta, Salsa de Tomate, Cafe"""
996,"""Panales, Papas fritas, Cerveza"""
997,"""Azucar, Cebolla, Cafe, Pan"""
998,"""Azucar, Huevos, Panales, Papas fritas, Cerveza, Refresco, Pasta, Salsa de Tomate"""
999,"""Detergente"""
1000,"""Platanos, Queso, Cerveza, Pan"""
